"Ulasan","Label"
"Disini sangat bagus dgn harga murah meriah dengan pelayanan terbaik juga dengan difasilitas i kolan renang,fitnes dll pokok nya fasilitasnya lengakap dan memadai semua. Kamarnya sangat nyaman dan sangat minimalis,tersedia juga tv LID yang cukup besar.","positif"
"Lokasi strategis , pelayanan ramah ,cepat ,ruangan yang nyaman,bersih,hotel dekat dengan mall dan fasilitas lainnya sehingga untuk urusan bisnis dan family trip dapat dijadikan pilihan hotel terbaik..","positif"
"Terkadang kita bingung lho kalau weekend mau menghabiskan waktu kemana dan ngapain. Kebetulan dapat broadcast whatsapp tentang promo hotel pop gubeng ini, dengan harga 280rb saja kami bisa menginap semalam include breakfast. Bukankah ini menarik? Kemudian kamipun mencoba untuk menginap semalam. Kesan pertama saat sampai di lobby pelayanannya sangat ramah dan mudah. Kemudian kami sampai dikamar, dengan design minimalis. Sangat suka dengan kamar mandi nya. Bentuknya lucu.. dengan kamar yg tidak begitu besar penempatan tempat tidur dan sofanya bagus. Sangat nyaman.. Dengan posisi hotel ditengah kota memudahkan kami untuk mencari tempat makan di luar hotel. Esok paginya kami menikmati breakfast, walaupun sempat kehabisan lauk prasmanan dan selai roti, pelayananannya masih tergolong","positif"
"Hotel yang letaknya strategis di tengah kota surabaya dan sangat mudah terjangkau. Cocok buat teman2 yang ingin berkunjung ke Surabaya dengan budget yang minimalis dan pelayanan yang ok. Design hotel cukup unik dibandingkan yang lain dan fasilitas cukup lengkap.","positif"
"Staff hotelnya ramah, makanannya enak, ac kamarnya dingin, view dr kamar jg bagus, lift lancar, ada guling jg, cuman pas makanan abis agak lama refill nya, so far lumayan sih hotelnya, recommended utk yg cari hotel dgn harga murah","positif"
"Saya menginap di pop gubeng selama satu hari..  Pertama kali saya lihat rating di tripadvisor sudah bagus sekali untuk bintang 2. Lalu saya pesan. Ternyata mmg betul untuk fasilitas dan pelayanan sangat memuaskan.  Gak ruginkalo nginep disini.","positif"
"Kamarnya sdh lumayan bagus..sajian makanan menu cukup baik namun perlu ada peningkatan atau ditambah menu makanan khas dari daerah daerah yang ada di jawa timur, tempatnya nyaman untuk santai, pelayananya ramah ramah, trimakasih.sukses hotel pop","positif"
"Proses checkin cepet dan lancar. Kamar juga nyaman. Terutama pelayanan ramah dan menyenangkan. Staff nya benar2 membantu tamu. Sarapan enak dan komplit. Terimakasih sudah melayani kami. Kami dr bpjs tulungagung.","positif"
"Staff Dr pop gubeng ini say rasa mmg bener2 pilihan.  Karena semua professional dan cekatan.  Dgn pelayanan yang baik saya dan keluarga merasakan kepuasan tersendiri.  Terlebih lagi staff nya yg ramah dan bersahabat.","positif"
"Sejujurnya pop gubeng inindi Luar Dr ekspektasi saya.  Hotelnya bagus dan bersih.  Pelayanan juga memuaskan.  Saya kira dgn Harga murah dpt nya yg standar2 aja.  Tapi kenyataannya bagus bunaget dan lebih bagus Dr hotel binatang 3 lainnya.  Good job.","positif"
"Pelayanan bagus, tempat bersih Makanan lumayan enak. Wifi cepat Ada swimming pool jg Temoat pas di tengah kota surabaya Enak klo buat pas liburan atau sekedar santai di surabaya Harga lumayan terjangkau untuk hotel sekelas ini....","positif"
"Proses cek in cepat, pnjelsan ny ckup mmuaskn dan plyann kmar sudh sngt bgus. Pa lgi menu srapn yg enak dan juga bervariasi. Rasa ckup enak. Tmpwtny cozy,, ada kolam renang luas.. enjoy deh. Pa lgi buat brsama kluarga..","positif"
"Administrasi mudah dan pelayanannya ramah dan cepat Walau kita datang dini hari Sehingga kita dapat cepat beristirahat di kamar yang telah dipesan,lokasi dekat dengan delta plaza, museum kapal selam dan stasiun gubeng","positif"
"Dari awal kedatangan di sambut dengan ramah,check in berjalan dengan lancar,fasilitas yang di sediakan pun lengkap seperti mini market hingga atm kamar yang di sediakan pun nyaman untuk di tempati dan tak terlupa pula makanan yang sangat lezat","positif"
"untuk pop gubeng surabaya kamarnya lumayam. pelayanan nya baik dan ramah. sarapan paginya standart hotel budget. lokasi dgn pusat kota. ada minimarket dan atm di lobby hotel. untuk seluruhnya sudah bagus dan baik.","positif"
"Clean and strategic place. Fasilitas lengkap dan aman. Makanan enak dan anak2 bsa berenang dgn gembira.Pelayanan cepat dan memuaskan. Ini sudah pengalaman ke dua bersama pop hotel, dan rasanya akan kembali.","positif"
"Hotelnya cukup baik , setiap pelayanny ramah dan semua servicenya cepat. Fasilitasy juga cukup baik. Untuk breakfast ,makananny enak dan bervariasi . Harganya juga ga terlalu mahal. Hotelny juga dekat sekali dengan kota sehingga kita bisa dengan mudah mencari makan ato barang - barabg lainnya","positif"
"Hotelnya sangat nyaman, dekat dengan beberapa tempat kunjungan di surabaya dan pelayanan di hotel ini sangat ramah. Free akses internet, terus ada kolam renang yang pemandangan yang bagus. Untuk akses ke wisata yang ada di surabaya cukup dekat.","positif"
"Proses checkin cepat dan langsung dpt kamar. Untuk wifi oke dan jos.. sarapan nya enak. Pelayanan oke. Saran aja untuk FO nya  Mungkin lain kalibisa di beri harga ibooking supaya bisa murah.untuk keseluruhan nya oke kok.. saya dikamar 1039","positif"
"Saat check in lancar,baik dan cepat. Kondisi kamar ac dingin,fasilitas lengkap,kebersihan sangat bersih. Sangat recomended bisa berenang dihotel harris ,dan view foto banyak sekali, Untuk menu sarapan cocok dilidah. Pelayanan sangat ramah sekali. Hotel yang cocok dan sangat menarik","positif"
"Kamar nya oke.. Dan nyaman. Cuma colokannya kurang. Posisinya harusnya di dekat tmpat tidur. Ac nya dingin. Kebersihan terjamin. Sarapan lumayan. Pelayanan nya sangat memuaskan. Kami jauh2 dari samarinda tidak menyesal nginep di pop gubeng.","positif"
"Sering nginep di pop hotel dalam rangka liburan keluarga. Resepsionisnya ramah banget, pelayanan cepat tidak bertele2. Kamarnya luas walaupun desainnya simple, nyaman banget buat yg perjalanan jauh. Ini tumben ngerasain breakfastnya. Ayam panggangnya mantap!","positif"
"Kamarnya enak, petugasnya juga ramah dan sigap. AC kamar saya panas kan awalnya, terus saya telp petugasnya. Petugas langsung ke kamar saya dan benerin AC saat itu juga. Jadi tidur saya dan teman-teman saya enak banget malemnya. Recomended deh pokoknyaa","positif"
"Pelayanan baik, dan fasilitas yang disediakan memuaskan, kamarnya lucu banget cuman ga ada lemari, of all bagus si, jadi recomended buat kalian yang mau nyari hotel murah dengan fasilitas yang memuaskan","positif"
"Makanannya enakkk, kamarnya juga nyaman & lucu! kamar mandinya juga bersih & unik, semuanya serba nyamannn, pokoknya nyaman juga buat duduk duduk di lobby, colokan charger nya juga banyak di kamar & nggak susah nyarinya, pokoknya serba nyaman!","positif"
"Dari grup Adelia sangat puas dengn pelayanan yang di berikan oleh pop gubeng. Terutama team security yang sangat membantu dalam parkir bus. Sarapan pagi juga enak terutama nasi gorengnya. Kamarnya sesuai dgn harga Dan kelas nya. Overall oke.","positif"
"Pelayanan ok, all crew sangat polite and  sincere. Check in dan check out sangat baik dan cepat. Penitipan barang juga sangat baik, keramahan front office sangat terasa. Saran saya, untuk breakfast mungkin diperbanyak varian menunya. Secara kuantitas sudah mencukupi. Sukses untuk POP hotel","positif"
"Kebersihan di POP GUBENG terbilang bersih. Kamarnya rapi dan nyaman. Untuk sarapan paginya enak dan pas untuk orang Indonesia. Pelayanan nya juga ramah dan cepat tanggap. Ada fasilitas ATM dan minimarket di dalam lobby nya. Overall oke.","positif"
"Harga yang ditawarkan sebanding dengan fasilitas yang diberikan. Kamar yang diberikan cukup untuk sekedar business trip atau keperluan yang tidak berhari hari seperti backpacking. Kebesihan dari kamar dan kamar mandinya pun baik. Highly Recommended","positif"
"Konsep pop hotel menarik. Fasilitas yg diberikan sangat baik. Makanan yang disajikan enak dan lengkap. Kinerja sdm nya juga baik.  Recommended buat mahasiswa2 indonesia yg berkunjung ke Surabaya. D atm dan alfa express yang buka 24 jam. Wfi nya lemot.","positif"
"Pop gubeng surabaya di rekomendasikan untuk backpaker. Kamarnya minimalis tapi bersih. Untuk sarapan cukup lengkap  dan sesuai dgn budget nya. Pelayanan juga memuaskan. Ada fasilitas kolam renang yang bisa di gunakan.","positif"
"Kesan pertamanya saat check-in di pop Gubeng terasa berwarna. Untuk proses check-in juga cepat. kamar tidur nya sesuai harga. Tapi bersih dan nyaman. saat sarapannya sesuai harga juga lah.. hehehe.. untuk pelayanan nya ramah. Untuk lain kali akan nginep di pop lagi.","positif"
"Pelayanannya sangat ramah .. kebersihan hotel juga sangat bagus.. kamar sangat nyaman untuk liburan maupun urusan lainnya.. untuk menu makanan yang tersedia juga enak..  Di dalam loby nya ada atm dan alfa expres yang memudahkan tamu.","positif"
"Kamarnya memuaskan. Kebersihan juga bersih. Fasilitasnya sebanding dngn harga. Pelayanan juga ramah memuaskan lo.... untuk sarapn enak dan sesuai dgn budget. Untuk pop gubeng ada fasilitas kolam renang yang gabung dgn hotel harris. Next akan menginap pop gubeng lagi.","positif"
"Pelayanannya cepat dan ramah dan cocok buat kita kita yg pengen merasakan sesekali merasakan suasana hotel dengan budget yg terjangkau tempatnya juga startegis masakannya juga enak hanya saja perlu ditambah menunya hehehehe","positif"
"Bersih, nyaman, pelayanan ramah....tempat simple warna warni, lokasi dekat kemana mana...kamarnya enakndan bersih juga. Konsepnya anak muda bgt. Ada alfaexpress 24 jam. Untuk keseluruhannya di rekomendasikan.","positif"
"kenyamanan kamar pelayanan nya oke. untuk proses checkin cepat. makanan nya juga enak. ada atm dan alfa express yg membantu. ada juga kolam renang yg bisa di gunakan. untuk keseluruhannya oke dan bagus.","positif"
"Pelayanan bagus, .. dar kamarnya oke. Tapi kamar mandi nya kurang nyaman. Sarapan enak. Tempat sarapan bersih dan nyaman. Ada alfa express yang buka 24 jam. Untuk checkin juga cepat dan langsung dpt kamar.oke","positif"
"Hotelnya bagus, service ok pelayanan baik dan ngk mengecewakan deh. Cek in cepat dan memuaskan. Ngk kecewa nginep di pop hotel Gubeng deh. Sekalian yang mau buat member Tauzia hotel bisa dapat diskon 10%-30%.","positif"
"Untuk kesan pertama dekorasinya eksentrik dan pas bertepatan dengan 17 an. Check in nya cepat dan langsung dpat kamar. Kmar bersih dan nyaman. Pelayanan dan servis baik dan hospitality nya terasa. Sarapan cukup lengkap.rekomanded dgn harga terjangkau.","positif"
"kamar 1152 oke. Ac dingin. Nyaman. Kebersihan oke. Untuk sarapannnya standart. Pelayanan pop gubeng ini bagus. Ramah dan responsif. Untuk wfi nya kenceng. Ada atm yg membantu sekali. Ada juga minimarket nya. Untuk keselurhan bagus. Serasa jadi anak muda. Oke bgt.","positif"
"dapat promo di pophotels.com meskipun harga promo, tapi kamarnya bagus, pemandangan terbaik. proses check in juga cepat.   yang unik adalah meskipun saya menginap di Pop, saya bisa order room service dari Harris.  menu sarapannya boleh lah, untuk harga segitu bisa diterima.   yang perlu ditingkatkan untuk rasa makanannya baik di sarapan maupun di room servicenya  secara keseluruhan memuaskan. cocok untuk solo traveler / backpacker.","positif"
"Pop Hotel merupakan hotel yang nyaman, asyik karena tempatnya yang cozy serta staff nya yang ramah . Hotel ini dekat dengan pusat kota seperti mall tunjungan plaza dan terdapat persewaan sepeda listrik lewat aplikasi yaitu MIGO jadi memudahkan konsumen untuk jalan-jalan","positif"
"Menurut saya POP HOTEL GUBENG memiliki tempat yang strategis di tengah kota Surabaya sehingga mudah di aksess dr mana saja. Untuk unit kamar yang saya tempati juga sangat nyaman serta cozy, cocok untuk yang mencari hotel Bagus dengan harga yang murah. Fasilitas di POP HOTEL GUBENG juga sangat memanjakan customer, apalagi tersedianya alat transportasi yang sangat murah (MIGO), sepeda listrik yang satu ini membuat saya mudah berpergian kemana saja dengan tarif yang sangat murah. Saya sangat merekomendasikan untuk menginap di hotel ini jika anda ke Surabaya!","positif"
"Asik banget stay di Pop Gubeng ini, aksesnya bisa dekat kemana-mana ditambah bisa sewa sepeda listrik Migo juga di sini, jadi makin seru. Pelayanannya bagus, staff ramah-ramah, breakfastnya enaaak. Cozy banget pokoknya!","positif"
"Pengalaman menginap di pop gubeng memuaskan. Kamarnya bersih dan baik. Pelayanan sudah sesuai standar SOP. Sarapan juga enak dan baik. Resepsionis ya sigap dan ramah. Dekat dengan pusat kota dan stasiun. Rekomendasi buat para pelancong.","positif"
"Kamar pop gubeng surabaya bersih dan nyaman. Untuk kurang nya ga ada sikat gigi dan keset lantai. Ac nya dingin dan enak. Untuk sarapan nya enak. Pelayanan nya bagus. Dan mas yang bertugas sarqpan juga ramah. Keseluruhan oke.","positif"
"Kamar 1728 ac tidak dingin. Tapi kebersihan terjamin. Makanan enak. Harga sesuai. Pelayanan ya bagus. Resepsionisnya ramah dan bagus. Che kin cepat. Untuk petugas sarapan nya juga ramah dan bagus. Overall oke","positif"
"Ok pelayanannnya ok, ramah, bersih, lanjutkan ya, reseptionnya ramah, petugas breakfast nya hommy bgt. Untuk yang di kamar juga baik dan bersih terutama. Saya seneng bisa mencoba hotel pop gubeng. Semoga lebih baik yaaa.","positif"
"Kmr nya enak nyaman. Pelayanannya baik dnn ramah. Sesuai dengan SOP hotel lainnya. Sarapan juga enak. Dkt dengn pusatkota. Untuk fasilitas bgus. Kebersihannya lumayan juga, keseluruhnanya oke dn baik.","positif"
"Kamar bersih, staf ramah, sarapan not bad utk budget segitu ya. Atm tersedia. Ada minimarket juga dalam lobby. Sangat memudakan untuk memenuhi kebutuhan. Dekat dgn pusat kota dan perbelanjaan. Untuk keseluruhan oke untuk hotel budget.","positif"
"Proses check in cepat dan ramah,fasilitas kamar sangat bagus dan memuaskan,untuk variasi makanan sudah cukup. Pelayanan ramah dan humoris ,fasilitas komplit dan bisa menikmati fasilitas di harris juga","positif"
"Dr 3 thu lalu pasti nginep nya dipop gubeng. Dr karyawnnya blm punya anak sampe anak nya 2 saya selalu nginep di sini. Karena udh meraasa seperti kelurga sendiri. Pelayannya ramah2. Dan oke bgt ..rekomend","positif"
"Pertama kali menginap di pop gubeng surabaya sangat mengesankan. Ada kolam renang yang tergabung dgn hotel sebelahnya. Sarapan oke. Petugasnya ramah juga. Resepsionis nya ramah. Kamarnya bersih dan nyaman.","positif"
"Kamarnya bagus ada guling nya. Ac dingin. Pelayanan ramah dan baik. Untuk sarapan cukup baik. Lokasinya dkt dgn pusat kota. Untuk treveling baik sekali. Ada alfa Dan atm. Karyawannya responsif dan oke.","positif"
"saya sering menginap di pop gubeng karena bagus,  harga terjangkau dan pelayanan sudah oke.   untuk sarapn oke,  tapi kadang ikan nya masih amis.  untuk fasilitas bisa berenang di harris. dalam lobby ada atm dan minimarket.","positif"
"proses checkin cepat dan responsif. untuk kamarnya sendiri nyaman dan bersih juga. sarapan juga cocok . pelayanannya bagus dan cepat. wifi nya cepat. ada fasilitas atm dan minimarket. bisa berenang di harris hotel.","positif"
"Checkin langsung dpt kamar. Dpt kamar di lantai 11. Untuk kamarnya lumayan dgn harga terjangkau. Sarapan standart tapi bisa buffet. Wifi bagus jaringannya.  Pelayanan di pertahankan. Lokasi dkt dgn akses stasiun sehingga memudahkan.","positif"
"Berliburan di Surabaya dan menginapndi pop Gubeng sungguh pengalaman yg menyenangkan. Kamar yang bersih dan nyaman rapi. Karyawan yg baik. Dan petugas sarapan yang ramah luar biasa menjadikan alasan pop Gubeng sangat direkomendasikan. Lainnkali kalian harus coba nginep di pop Gubeng.","positif"
"Saya menginap di pop gubeng sudah sering. Untuk pengalaman saya sangat baik. Kamar juga rapi.. sarapan enak. Reception ramah dan jelas. Dekat dengn stasiun. Fasilitas dan harga sebanding. Untuk seles trip ccok bgt. Harga murah","positif"
"Untuk kamar di lantai 17 pemandangannya bgus.kamarnya juga oke. Pelayanan nya bagus. Ramah dan baik2. Lokasi dekat dgn stasiun gubeng. cuma 5 menit dr stasiun. oberall oke. Fasilitaa juga oke. Harga oke dan terjangkau.","positif"
"Harga murah dan kualitas pelayanan terjamin. Thank you pop gubeng sudah memberikan kenyamanan dan fasilitas seperti bintang 4. Untuk menu sarapan juga lumayan cocok dngn lidah indonesia. Kamarnya bersih dan rpi. Petugasnya juga baik.","positif"
"Saya penasaran dgn pop gubeng. Dan hasilnya AMAZING saya request di lantai atas dan saya dapat di lantai 10.. pemandangan dr atas bagus. Kamar bersih. Sarapan juga oke. Saya langsung pesan lewat receptionis. Tapi gak di tawarin member MTP. Selebihnya oke","positif"
"Sarapannya cukup enak dan worth it,kamarnya bersih dan nyaman ,kamar mandi walaupun agak sempit hehe yang penting nyaman,daerahnya pun cukup strategis dengan pusat kota dekat dengan mall Tunjungan plaza","positif"
"Saya sering sekli menginap di pop Gubeng, karena dengn stasiun Gubeng. Kamarnya pop Gubeng bagus dan bersih. Sarapan juga enak. Cukupan untuk hotel budget. Dgn  fasilitas yang tersedia termasuk murah. Pelayanan nya bagus dan reception nya responsible.","positif"
"Saya selalu menginap di pop mana pun berada. Soalnya bagus dan terjangkau. Sudah cocok dgn pelayanan nya terlebih pop gubeng. Pegawai nya ramah makanya saya kerasan. Kamarnya baik dan nyaman. Maaf POP SOLO kalah dgn POP GUBENG. Paling bagus memang pop gubeng.","positif"
"Memang sudah cocok sekali dengan pelayanan, fasilitas, Sarpan, kamar di pop hotel Gubeng. Staff nya ramah dan membantu sekali. Untuk fasilitas juga lumayan. Yg paling menarik adalah harganya yang oke dan terjangkau. Sukses pop Gubeng.","positif"
"selama 3 hari ini cukup lumayan. untuk pintu kamar mandi sempet rusak2. sarapan standart lidah indonesia. pelayanan bagus dan responsif. fasilitas juga lumyan dgn harga standart budget. ada atm dan alfa di hotelnya. dkt dngn pusat kota.","positif"
"Proses checkin harus menunggu karena checkin jam 2 siang. Kamarnya oke, ga ada masalah apa2. Untuk receptionis menginformasikan jelas ttg fasilitas. Sarapan nya standart. Harga cukup murah lewat traveloka. Untuk keseluruhan oke.","positif"
"dari PT Rukun mengucapkan terimakasih Pop gubeng sudah melayani kami dngn baik. kamar nya oke dan nyaman. pelayanan oke dan baik2. sarapan juga cocok dengn kami. wifi juga lumayan. untuk semuanya juga oke.","positif"
"pelayanan pop gubeng memuaskan kamarnya pas, lumayan lah. sarapan juga bagus. wifinya kurang cepat. nuansanya warnawarni dan ceria. untuk keseluruhannya.oke.deh pokoknya bagus untuk wisatawan.. di rekomendasikan.","positif"
"8 hari mwnginap di pop gubwng ini sungguh mengesankan. Pelayanan nya ramah. Untuk kamarnya bersih nyaman. Untuk sarapannya cocok lidah indonesia. Terus atm dan minimarket. Nuansanya nya warna warni dan menarik.","positif"
"Untuk menginap di pop gubeng, kamarnya standart budget hotel. Untuk WiFi nya lemoooot deh. Saran aja bisa di free kan gym atau jacuzi nya.. supaya tambah plus lagi. Sarapan nya juga standart. Untuk pelayanan sudah baik.ok kok","positif"
"dr umc a. Yanibsurabaya mengucapkan Terimakasih kepada pop gubenh karena sudah melayani dngn baik. Meskipun kamarnya kecil tapi nyaman. Sarapan menunya kurang buanyak. Tapi dngn harga budget sudah lumayan. Pelayanan petugas sarapan juga ramah. Oke.","positif"
"Enginap 3 hari di pop Gubeng pengalaman nya . Kqmar nya istimewa, sarapan lebih bnzak lagi. Untuk pelazanan nza memuaskan. Untuk lokasi dengan strategis. Ada anter jemput juga loo. Ada ATM dan mini market di hotel.","positif"
"6 hari menginap di pop gubeng.. enak lokasinya strategis..untuk kamar nya cukupan. Sarapan standart. Pelyanan nya bagus ramah dan membantu tamu. Untuk fasilitas cukup. Harga budget. Kebetulan pake coorporate. Oke kok.","positif"
"letak strategis,dekat dgn pusat kota,suasana hotel nyaman,pelayanan ramah,kamar nya eye catching,amenitisnya dikamar terbatas,resepsionis kurang info fasilitas,didlm hitel tersedia mini market & atm,wifi lancar,kolamrenang bersih,overall semuanya bagus","positif"
"Proses checkin saya langsung dpt kamar. Dan cepat. Untuk kmarnya oke dan bersih dan terjamin. Untuk semua nya bagus. Sarapan enak. Pelayanan ramah2 dan baik2. Untuk tv nya bagus salurannya. Di sini juga ada alfa dan atm juga. Rekomen dngn harga budget.","positif"
"Pengalaman menginap di pop hotel surabaya sangat menyenangkan, service yang bagus staff nya yang begitu ramah dengan semua guests nya. Ini sudah kedua kalinya saya menginap disini and it was awesome..","positif"
"Hotelnya lumayan.  Kamar sesuai dengan harga.  Sarapan juga lumayan standart.  Bersih juga hotelnya.  Untuk pelayanan memuaskan. Ada atm dan minimarket.  Pengamanan juga terjamin.  Ada sistem orivacy dalam kamar.","positif"
"Untuk proses cepat. Langsung dpt kamar. Kamar bersih,rapi. Untuk sarapan nya juga enak.harga sesuai kantong backpaker.dan sudah bisa berenang di harris.sehingga anak senang. Untuk pelayan nya bagus dan respon cepet. Rekomendasi untuk backpaker.","positif"
"Alhamdulillah.....untk Kamar memuas kan, sarapan enak, pelayanan sangat memuas kan, yng jelas kami sangat puas sekali, apa lagi kita pas butuh uang bisa ambil di ATM, kebetulan ATM saya jg pakek Mandiri.","positif"
"Untuk prosesnya sangat baik. Cepat dan responnya juga baik. Untuk sarapan sippp. Untuk pelayanan juga sip deh. Wifi lancar. Bersih kamarnya juga harum. Ada atm dan minimarket. Petugas2 sarapan juga cekatan. Rekomen","positif"
"Kamar Bersih, pelayanan bagus Dan ramah. Sarapa  enak. Terimakasih kepada petugas sarapan. Untuk kebersihan juga terjamin. Ada akses ATM yg membantu Dan minimarket 24 jam. Bnyk keuntingan kalo menginap Di pop gubeng Ini.","positif"
"Tempat makan di pagi nyaman untuk keluarga, lswimming poll bersih kamar lumayan harga sangat terjangkau untuk kalangan masyarakat menengah kebawah Mantab. Kebersihan secara keseluruhan cukup...  Lokasi strategis..  Ada ATM, Minimarket.  (Joko kerja.)","positif"
"Dengan harga kisaran 310 ribu sudah dpt sarapan. Menurut saya oke.  Kamarnya juga oke.  Pelayanan baik da ramah.  Makanan juga oke.  Cuma reffil agak cepat ya.. Untuk kebersihan juga terjamin.  Dekat dan pusat kota.","positif"
"Proses checkin cepat, booking via treveloka. Untuk harga standart terjangkau. Untuk kamarnya bagus. Pelayanan oke. Sarapan nya enak. Bagus juga. Petugasnya juga baik. Atm dan minimarket tersedia. Bisa di jadikan pilihan.","positif"
"Untuk menginap di pop gubeng oke. Kamarnya bersih dan oke. Pelayanan nya ramah dan oke. Wifi lancar. Sarapan sip dan petugasnya oke. Ada atm dan minimarket.dekat dgn stasiun gubeng. Pop gubeng di rekomendasikan .","positif"
"Saat memasuki hotel dan checkin prosesnya cepat dan langsung dpt kamarnya. Untuk kamar bagus. Wifi lancar. Sarapan pagi lumayan enak. Petugasnya ramah. Pelayanan dr karyawannya juga ramah. Ada atm dan minimarket. Lengkap.","positif"
"Proses check in tidak ada kendala.. cepat dan fast respond. Kamar bersih dan oke. Untuk sarapan enak. Pelayanan dr staff nya juga oke. Ada atm dan minimarket. Dekat demgan pusat kota. Selebihnya tidak ada kendala.","positif"
"Aku stay di hotel ini selama lebaran period, yang sudah pasti kebayang dong ramenya.  Hotel ini punya lokasi yang benar2 strategis di tengah kota, deket banget ke stasiun gubeng, dan ternyata hotel ini gabung sama hotel harris disebelahnya, sama ada starbucks loh di depan hotelnya.   Proses check in terbilang cepat padahal aku datang sebelum jam check in. Mbak reception nya juga cantik cantik.   Untuk kamar ya standart pop hotel lah ya, sama saja, cuman AC nya yang di lantai 17 kurang dingin, padahal udah di setup max  Yang paling dicari saat liburan ya kolam renangnya yang lumayan gede, meskipun sharing sama hotel Harris  Thank you pop hotel gubeng, untuk excelent service nya selama saya menginap diPop, mulai dari staff reservasinya yang sangat friendly dan informatif dalam hal","positif"
"Kamar cukup one.  Sarapan nus cukup bagus dan bnyak. Wifi lancar. Ada atm dan alfaexpress. Untuk pelayanan juga bagus. Fast respond. Dan untuk fasilitanya juga memadai dngn harga terjangkau. Rekomen deh di pop gubeng.","positif"
"Selama gw nginep di pop gubeng, kaga pernah ada kenadala. Pelayanan fast respon dan selalu cepat untuk melayani. Kamar oke tapi toilet kurang baik. Ac dingin dan ga ada kendala. Sarapan juga enak. Pokoknya seneng deh bisa nginep di sini.","positif"
"untuk proses check in di pop gubeng twrmasuk cepat.  kamar nya bagus tapi kurang sikat gigi dll nya.  untuk wifi cepet bgt. sarapan nya enak tapi reffilnya bisa lebih cepat.  pelayannan nya dr staff baik dan ramah.  rekomendasi bgt kalo mau nginep di sini.","positif"
